nombreRepo,numRepoIntervalo,YAMLsEncontrados,stringBusqueda,pagBusqueda,url
ibrahimzfe/manifest-helm,6,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
zogot/homelab,7,18,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
Shreyank031/k8s-RollingUpdate-HorizontalPodAutoScale,8,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
ququiz/scalable-ququiz-kubernetes,9,42,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
ayqazi/minikube-config,10,18,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
Liquizar/Kubernetes_Assignments,11,21,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
Francismensah/habit-tracker-k8s-deployment,12,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
jdvalencir/MicroK8S-WP,13,15,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-11..2024-05-20&page=1&per_page=100&sort=stars&order=desc
vijeshnair89/kubernetes-manifests,1,4,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
slawo/kubernetes-manifests,2,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
lakshmi-Thungala/Kubernetes-manifestfiles,3,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
nehajamale/Manifest-Kubernetes,4,11,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
salimamri9/kubernetes-manifests,5,9,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
Deepak17460/Kubernetes_ELK_Manifestfile,6,7,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
osureto2/Kubernetes-Manifest-Files,7,11,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
krishna57474/Kubernetes-Manifest-files,8,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
tugceerkaner/todo_app_K8s_manifest,9,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
Sarang095/Kube-AppDep,10,9,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
Cubebleu1/craftedby-manifests,11,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
Kevin-Mok/aws-minicube,12,16,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
gosa-project/gosa2-container,13,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
gabrielgusn/cka-cert,14,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
ImKres/AKS-Setup-Sample,15,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
devarsh10/practice,16,5,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
josphat-n/yolo_orchestration,17,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
Omar-tarek3/Flask-Milvus-App,18,194,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
VasudevanS1906/Kubernetes-application-management-and-deployment,19,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-05-21..2024-05-31&page=1&per_page=100&sort=stars&order=desc
AnkitJodhani/eks-private-container-registry,1,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
adilansari488/websocket-sample-app,2,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
Monroeshindelar/kubernetes-manifests,3,51,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
CharanKumar93/Kubernetes-Manifest-files,4,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
kosnotdead/kubernetes-manifest-netology-ml,5,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
atulrangacharya/kubernetes_manifest_yml_files,6,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
jortiz3109/kubernetes-course,7,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
A-Lee/K8-manifests,8,23,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
nbrownuk/gateway-api-tutorial,9,4,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
ndinevski/GitOps-Food-App,10,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
ikanago/homelab,11,14,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
mkroman/op2secret,12,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
unbe1iev-official/deployment,13,72,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
KNU-HOBIT/kafka-kube,14,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
NashTech-Labs/Kubernetes_resources_backup_using_velero,15,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
ShuMag1023/Kubernetes-Deployment-of-a-Go-Application,16,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
adilrana1/Devopsproject--story-1,17,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-01..2024-06-10&page=1&per_page=100&sort=stars&order=desc
rajeshchandranaws1/kubernetes-manifest-files,1,81,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
ilham-suyadi/Kubernetes-Manifest,2,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
Ngwa23/ngwa-kubernetes-manifests,3,5,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
kumar238/Kubernetes_Manifest_files,4,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
ramitd1995/Kubernetes-Manifest---Student-Service,5,23,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
Vamc-git/kubernetes_manifest_yml_files,6,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
tworld0309/2024-diy-kubernetes-manifest,7,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
pluczaksymfoni/tcp-demo-config-push,8,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
pluczaksymfoni/tcp-demo-config-pull,9,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
SamWolfs/sikm,10,16,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
kalindudc/deploy-with-k8s,11,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
cdsre/my-kubernetes,12,18,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
hasithacharith07/k8s-manifest,13,10,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
loraineelizas/Microservice-InBev,14,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-11..2024-06-20&page=1&per_page=100&sort=stars&order=desc
shawakash/k8s,1,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
posaakhil/Kubernetes_Manifest_Files,2,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
Amit-Limbasiya-27/jmeter-kubernetes-manifests,3,8,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
nduyhai/kubernetes-tempo,4,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
okms1017/kubernetes-cluster,5,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
femiaduroja/Kubernetes_Manifest_YML_Files,6,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
Roshan1234567kumar/kubernetes_manifest_yml_files,7,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
narsimhacloud/aks-cluster,8,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
blesswinsamuel/kgen,9,5,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
TejuBattula/K8s-Manifest,10,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
persona-id/datadog-query-linter,11,7,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
ritamghosh97/K8S,12,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
Drumato/image-presence-audit-action,13,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
sanath-citiprolu/atlassian-jira-eks,14,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
Prernagupta110/Kubernetes,15,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-06-21..2024-06-30&page=1&per_page=100&sort=stars&order=desc
divyaakula-aws/KubernetesManifest,1,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
tulikaghosh/KubernetesManifest,2,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
harsha2k18/k8s,3,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
VaibhavKumar215/kubernetes-manifest,4,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
Ranjan3440/kubernetes-manifest,5,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
epiHATR/kubernetes-manifest,6,9,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
Ohireimen/Kubernetes-manifest-mjk,7,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
yd-ono/Edge-AI-for-video-demo-manifests,8,35,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
SadineniAbhi/kubernetes-manifest-files,9,7,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
anooptejt/publick8smanifests,10,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
Pratik562356/kubernetes_manifest_yml_files,11,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
gatkaraju/kubernetes_latest_manifest-main,12,89,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
ajaydeosahu/IntellAttract,13,21,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
Thormie-Harshey/kubernetes,14,5,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
Tecktronix/Kubernetes,15,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
ngurah-bagus-trisna/tf-coreos-k8s-lab,16,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
PraveenReddy2510/complete-prodcution-e2e-pipeline-2,17,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
developer-overheid-nl/don-infra,18,13,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
devantler/dotnet-kubernetes-generator,19,7,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
CameronHudson8/applications,20,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
Manoj-Chappidi/k8s-server,21,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
NashTech-Labs/Deployment_with_TLS_in_Kubernetes,22,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-01..2024-07-10&page=1&per_page=100&sort=stars&order=desc
kocierik/k8s-to-diagram,1,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
yash509/DevOps-Manifests-Files-for-k8s-and-ArgoCD,2,2,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
RitaAkor/Enterprise-GitLab-CI-CD,3,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
prmen12/KubernetesManifest,4,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
shwets07/KubernetesManifest,5,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
AnkitaMish123/KubernetesManifest,6,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
kvthinks/KubernetesManifest,7,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
misua/manifests,8,12,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
jeffr2/kubernetes-manifests,9,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
shubhamraj-123/kubernetes-manifest,10,3,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
AvijitBhattacharjee/Kubernetes_Manifests,11,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
FiapTechHackathon/kubernetes-manifest,12,6,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
learningcicd/kubernetes_dump_manifest,13,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
3pasha3333/kubernetes-deployment-manifest,14,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
jeffr2/kubernetes-manifests-samples,15,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
amir-sajjad/kubernetes_dump_manifest,16,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
maximeancellin/Kubernetes-Manifest-Annotator,17,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
Aishwaryak15/k8sTraining,18,16,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
guppy0130/kubectl-quadlet,19,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
Monzy-B/argocd_manifests,20,18,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
imperialhound/go-k8-templater,21,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
jjbruzr/kubernetes,22,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
robgarden/fuzzykube,23,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
Barney7777/petclinic_Jenkins_Server_IaC,24,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
SyedYakhub/wisecow-app,25,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-11..2024-07-20&page=1&per_page=100&sort=stars&order=desc
mirshakhidgithub/kubernetes-manifests,1,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-21..2024-07-31&page=1&per_page=100&sort=stars&order=desc
apolzek/manifests,2,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-21..2024-07-31&page=1&per_page=100&sort=stars&order=desc
MaxNickerson/argocd-kubernetes-manifests,3,4,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-21..2024-07-31&page=1&per_page=100&sort=stars&order=desc
djoksa4/kubernetes-CICD-webapp-MANIFEST,4,0,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-21..2024-07-31&page=1&per_page=100&sort=stars&order=desc
JohnSunSmith/my-manifests,5,1,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-21..2024-07-31&page=1&per_page=100&sort=stars&order=desc
CagatayKahramann/k8s-load-balancing-demo,6,5,Kubernetes_manifest,1,https://api.github.com/search/repositories?q=Kubernetes_manifest+created:2024-07-21..2024-07-31&page=1&per_page=100&sort=stars&order=desc
